,training_size,number of trees,tree depth,training efficiency,testing efficiency
865,0.6499999999999999,64,5,0.6458192772974755,0.6266499606631895
866,0.6499999999999999,64,6,0.6597367141041532,0.6284565401089776
867,0.6499999999999999,64,7,0.6782985266659345,0.6264459920160844
868,0.6499999999999999,64,8,0.6972055293176219,0.6262420233689793
869,0.6499999999999999,64,9,0.7326188944502848,0.6241149217634546
870,0.6499999999999999,65,4,0.6372522868843457,0.6260380547218741
871,0.6499999999999999,65,5,0.6463841338082312,0.626766514175821
872,0.6499999999999999,65,6,0.6596896427282569,0.6286896471342405
873,0.6499999999999999,65,7,0.6785495740040481,0.626533407150558
874,0.6499999999999999,65,8,0.6984921469254546,0.6262420233689793
875,0.6499999999999999,65,9,0.7332151318783048,0.6243480287887176
876,0.6499999999999999,66,4,0.637299358260242,0.6259797779655585
877,0.6499999999999999,66,5,0.6464155147254954,0.6267956525539788
878,0.6499999999999999,66,6,0.6596896427282569,0.6285148168652933
879,0.6499999999999999,66,7,0.6792556446424929,0.6264168536379265
880,0.6499999999999999,66,8,0.6996532408642304,0.6265916839068737
881,0.6499999999999999,66,9,0.7345802017792981,0.6242023368979283
882,0.6499999999999999,67,4,0.6373621200947703,0.6261254698563478
883,0.6499999999999999,67,5,0.6467450143567697,0.6266790990413473
884,0.6499999999999999,67,6,0.6599720709836349,0.6287770622687141
885,0.6499999999999999,67,7,0.6792242637252287,0.6261546082345056
886,0.6499999999999999,67,8,0.7007515729684779,0.6266208222850316
887,0.6499999999999999,67,9,0.7348626300346759,0.6236778460910866
888,0.6499999999999999,68,4,0.6376916197260446,0.6260089163437164
889,0.6499999999999999,68,5,0.6471058949053081,0.6268247909321367
890,0.6499999999999999,68,6,0.6605996893289191,0.6287479238905562
891,0.6499999999999999,68,7,0.6794439301460782,0.6263585768816108
892,0.6499999999999999,68,8,0.701206596268809,0.6267373757976631
893,0.6499999999999999,68,9,0.736070795349348,0.6228911098808241
894,0.6499999999999999,69,4,0.6377857624778372,0.6266499606631895
895,0.6499999999999999,69,5,0.6473098708675254,0.6269704828229261
896,0.6499999999999999,69,6,0.6606153797875511,0.6289227541595035
897,0.6499999999999999,69,7,0.6805893336262219,0.6257758093184533
898,0.6499999999999999,69,8,0.7012536676447052,0.6268247909321367
899,0.6499999999999999,69,9,0.7365258186496791,0.6233864623095079
900,0.6499999999999999,70,4,0.6381152621091114,0.6267373757976631
901,0.6499999999999999,70,5,0.6475922991229034,0.6269704828229261
902,0.6499999999999999,70,6,0.6606467607048154,0.6289227541595035
903,0.6499999999999999,70,7,0.6806364050021182,0.6257175325621376
904,0.6499999999999999,70,8,0.7021950951626316,0.6266208222850316
905,0.6499999999999999,70,9,0.7374201747917092,0.622658002855561
906,0.6499999999999999,71,4,0.6383976903644893,0.6266208222850316
907,0.6499999999999999,71,5,0.6475452277470071,0.6270870363355575
908,0.6499999999999999,71,6,0.6613685218018923,0.6284856784871354
909,0.6499999999999999,71,7,0.6811384996783456,0.6253678720242432
910,0.6499999999999999,71,8,0.7029011658010763,0.6269413444447682
911,0.6499999999999999,71,9,0.7390049111135518,0.6226871412337189
912,0.6499999999999999,72,4,0.6386173567853388,0.6267956525539788
913,0.6499999999999999,72,5,0.6476393704987997,0.6271453130918733
914,0.6499999999999999,72,6,0.6616823309745344,0.6280777411929253
915,0.6499999999999999,72,7,0.681201261512874,0.6253387336460853
916,0.6499999999999999,72,8,0.7036072364395212,0.6266208222850316
917,0.6499999999999999,72,9,0.7392402679930334,0.6224831725866138
918,0.6499999999999999,73,4,0.6391037610029341,0.626766514175821
919,0.6499999999999999,73,5,0.6478276560023849,0.6269413444447682
920,0.6499999999999999,73,6,0.6620589019817049,0.6281651563273988
921,0.6499999999999999,73,7,0.6817661180236299,0.6252804568897695
922,0.6499999999999999,73,8,0.7042191643261733,0.626766514175821
923,0.6499999999999999,73,9,0.7404327428490735,0.6226288644774032
924,0.6499999999999999,74,4,0.6388527136648204,0.6266208222850316
925,0.6499999999999999,74,5,0.6483925125131408,0.6271453130918733
926,0.6499999999999999,74,6,0.662215806568026,0.6283108482181882
927,0.6499999999999999,74,7,0.6817190466477335,0.6251347649989801
928,0.6499999999999999,74,8,0.7043760689124943,0.6264459920160844
929,0.6499999999999999,74,9,0.7418919555018593,0.6230950785279291
930,0.6499999999999999,75,4,0.6389939277925094,0.6268247909321367
931,0.6499999999999999,75,5,0.6487377026030471,0.6271453130918733
932,0.6499999999999999,75,6,0.6622314970266581,0.628339986596346
933,0.6499999999999999,75,7,0.6820328558203756,0.6250764882426644
934,0.6499999999999999,75,8,0.7044545212056549,0.6260963314781899
935,0.6499999999999999,75,9,0.7433825490719094,0.6232990471750343
936,0.6499999999999999,76,4,0.6388840945820846,0.6265042687724002
937,0.6499999999999999,76,5,0.6490515117756892,0.6270578979573997
938,0.6499999999999999,76,6,0.662655139409725,0.6283691249745039
939,0.6499999999999999,76,7,0.6826918550829241,0.6250764882426644
940,0.6499999999999999,76,8,0.7044545212056549,0.6260380547218741
941,0.6499999999999999,76,9,0.7454379991527152,0.6228036947463504
942,0.6499999999999999,77,4,0.6394332606342084,0.6265042687724002
943,0.6499999999999999,77,5,0.649161344986114,0.6271453130918733
944,0.6499999999999999,77,6,0.6627022107856213,0.6283691249745039
945,0.6499999999999999,77,7,0.6835234493904256,0.6248433812174015
946,0.6499999999999999,77,8,0.7053331868890528,0.6261546082345056
947,0.6499999999999999,77,9,0.7461283793325278,0.6228911098808241
948,0.6499999999999999,78,4,0.6394803320101047,0.6267956525539788
949,0.6499999999999999,78,5,0.649161344986114,0.6266208222850316
950,0.6499999999999999,78,6,0.6629689485823671,0.6280777411929253
951,0.6499999999999999,78,7,0.6840569249839172,0.6252221801334538
952,0.6499999999999999,78,8,0.7055999246857986,0.6256883941839797
953,0.6499999999999999,78,9,0.7465049503396984,0.6234447390658236
954,0.6499999999999999,79,4,0.6394960224687367,0.6268539293102946
955,0.6499999999999999,79,5,0.649600677827813,0.6266790990413473
956,0.6499999999999999,79,6,0.6628904962892065,0.6281651563273988
957,0.6499999999999999,79,7,0.684323662780663,0.6259797779655585
958,0.6499999999999999,79,8,0.7074827797216513,0.6253678720242432
959,0.6499999999999999,79,9,0.7470854973090864,0.6233281855531921
960,0.6499999999999999,80,4,0.6394646415514725,0.6268247909321367
961,0.6499999999999999,80,5,0.6496634396623413,0.6268830676884525
962,0.6499999999999999,80,6,0.6635965669276513,0.6287479238905562
963,0.6499999999999999,80,7,0.6849669715845794,0.6259506395874006
964,0.6499999999999999,80,8,0.708628183201795,0.6245811358139806
965,0.6499999999999999,80,9,0.7479014011579559,0.6226288644774032
966,0.6499999999999999,81,4,0.6393234274237836,0.6272618666045048
967,0.6499999999999999,81,5,0.6497105110382376,0.6266790990413473
968,0.6499999999999999,81,6,0.6638005428898687,0.6290684460502929
969,0.6499999999999999,81,7,0.6856730422230242,0.6260963314781899
970,0.6499999999999999,81,8,0.709663753471514,0.6255718406713482
971,0.6499999999999999,81,9,0.7491880187657886,0.6219586817797721
972,0.6499999999999999,82,4,0.6394646415514725,0.627203589848189
973,0.6499999999999999,82,5,0.6498517251659266,0.6267373757976631
974,0.6499999999999999,82,6,0.6642398757315676,0.6290975844284508
975,0.6499999999999999,82,7,0.6862065178165158,0.626067193100032
976,0.6499999999999999,82,8,0.7102913718167982,0.625397010402401
977,0.6499999999999999,82,9,0.7504903268322533,0.6217547131326671
978,0.6499999999999999,83,4,0.6395117129273689,0.6270287595792419
979,0.6499999999999999,83,5,0.6501655343385687,0.6267082374195052
980,0.6499999999999999,83,6,0.6648047322423234,0.628339986596346
981,0.6499999999999999,83,7,0.6868968979963285,0.6262711617471372
982,0.6499999999999999,83,8,0.7108405378689219,0.6257175325621376
983,0.6499999999999999,83,9,0.7504746363736212,0.6217838515108249
984,0.6499999999999999,84,4,0.6397627602654825,0.6273201433608205
985,0.6499999999999999,84,5,0.6502596770903614,0.6269122060666104
986,0.6499999999999999,84,6,0.6649930177459087,0.6280777411929253
987,0.6499999999999999,84,7,0.6871793262517063,0.625863224452927
988,0.6499999999999999,84,8,0.7114210848383098,0.6257175325621376
989,0.6499999999999999,84,9,0.7507256837117349,0.6219295434016142
990,0.6499999999999999,85,4,0.63966861751369,0.6270578979573997
991,0.6499999999999999,85,5,0.6510442000219666,0.6268539293102946
992,0.6499999999999999,85,6,0.6651656127908618,0.628106879571083
993,0.6499999999999999,85,7,0.6873048499207632,0.6258923628310848
994,0.6499999999999999,85,8,0.7117662749282162,0.6257758093184533
995,0.6499999999999999,85,9,0.7529223479202297,0.6216090212418777
996,0.6499999999999999,86,4,0.6397627602654825,0.6270870363355575
997,0.6499999999999999,86,5,0.6508245336011171,0.6272618666045048
998,0.6499999999999999,86,6,0.665338207835815,0.6280486028147674
999,0.6499999999999999,86,7,0.6877755636797264,0.625863224452927
1000,0.6499999999999999,86,8,0.7118133463041124,0.6257175325621376
1001,0.6499999999999999,86,9,0.7538794658967881,0.6216964363763513
1002,0.6499999999999999,87,4,0.6399353553104358,0.6270578979573997
1003,0.6499999999999999,87,5,0.6509814381874383,0.6272327282263469
1004,0.6499999999999999,87,6,0.6652283746253903,0.6285730936216091
1005,0.6499999999999999,87,7,0.688010920559208,0.6256592558058218
1006,0.6499999999999999,87,8,0.7123938932735003,0.6258340860747691
1007,0.6499999999999999,87,9,0.754460012866176,0.6216672979981934
1008,0.6499999999999999,88,4,0.6396215461377937,0.6271744514700311
1009,0.6499999999999999,88,5,0.6510598904805988,0.6271161747137154
1010,0.6499999999999999,88,6,0.6656049456325608,0.6287479238905562
1011,0.6499999999999999,88,7,0.6886228484458601,0.6256592558058218
1012,0.6499999999999999,88,8,0.7135863681295405,0.6259506395874006
1013,0.6499999999999999,88,9,0.7560133682707546,0.6215798828637198
1014,0.6499999999999999,89,4,0.6399353553104358,0.6272327282263469
1015,0.6499999999999999,89,5,0.6511383427737593,0.6271453130918733
1016,0.6499999999999999,89,6,0.6659815166397314,0.6286313703779247
1017,0.6499999999999999,89,7,0.6891877049566159,0.6253678720242432
1018,0.6499999999999999,89,8,0.7134137730845873,0.6260089163437164
1019,0.6499999999999999,89,9,0.7564056297365572,0.6215507444855619
1020,0.6499999999999999,90,4,0.6401864026485494,0.6272910049826627
1021,0.6499999999999999,90,5,0.651389390111873,0.6270578979573997
1022,0.6499999999999999,90,6,0.6663894685641661,0.6289810309158193
1023,0.6499999999999999,90,7,0.6896113473396828,0.6251347649989801
1024,0.6499999999999999,90,8,0.7139786295953431,0.6252804568897695
1025,0.6499999999999999,90,9,0.7572058431267946,0.6218712666452986
1026,0.6499999999999999,91,4,0.6401707121899173,0.6276989422768728
1027,0.6499999999999999,91,5,0.6518914847881003,0.6266208222850316
1028,0.6499999999999999,91,6,0.6674721102097815,0.6291267228066085
1029,0.6499999999999999,91,7,0.6903487988953917,0.6252804568897695
1030,0.6499999999999999,91,8,0.714559176564731,0.6258340860747691
1031,0.6499999999999999,91,9,0.7574568904649083,0.6219004050234564
1032,0.6499999999999999,92,4,0.6402020931071816,0.6274949736297678
1033,0.6499999999999999,92,5,0.6520013179985251,0.626766514175821
1034,0.6499999999999999,92,6,0.6675819434202062,0.629039307672135
1035,0.6499999999999999,92,7,0.6907253699025623,0.6255427022931903
1036,0.6499999999999999,92,8,0.7152966281204399,0.6260963314781899
1037,0.6499999999999999,92,9,0.7575824141339651,0.6217838515108249
1038,0.6499999999999999,93,4,0.640421759528031,0.6275532503860836
1039,0.6499999999999999,93,5,0.6522209844193746,0.6265042687724002
1040,0.6499999999999999,93,6,0.6680997285550657,0.6295637984789767
1041,0.6499999999999999,93,7,0.6908508935716191,0.6250764882426644
1042,0.6499999999999999,93,8,0.7165518648110084,0.6255427022931903
1043,0.6499999999999999,93,9,0.7585709130277878,0.6211719455695096
1044,0.6499999999999999,94,4,0.6408140209938337,0.6276115271423992
1045,0.6499999999999999,94,5,0.651844413412204,0.626766514175821
1046,0.6499999999999999,94,6,0.6688685610280388,0.628806200646872
1047,0.6499999999999999,94,7,0.6911803932028934,0.6258340860747691
1048,0.6499999999999999,94,8,0.717367768659878,0.6255718406713482
1049,0.6499999999999999,94,9,0.7590259363281189,0.6215798828637198
1050,0.6499999999999999,95,4,0.6409552351215226,0.6275532503860836
1051,0.6499999999999999,95,5,0.6521896035021104,0.6265916839068737
1052,0.6499999999999999,95,6,0.6690725369902563,0.6291849995629243
1053,0.6499999999999999,95,7,0.6916981783377528,0.6259506395874006
1054,0.6499999999999999,95,8,0.7184504103054933,0.6253387336460853
1055,0.6499999999999999,95,9,0.7603596253118479,0.6217547131326671
1056,0.6499999999999999,96,4,0.6410807587905795,0.627669803898715
1057,0.6499999999999999,96,5,0.6521739130434783,0.6269122060666104
1058,0.6499999999999999,96,6,0.6695432507492194,0.6288644774031877
1059,0.6499999999999999,96,7,0.6916511069618565,0.6258340860747691
1060,0.6499999999999999,96,8,0.7190623381921454,0.6255718406713482
1061,0.6499999999999999,96,9,0.7623366230994932,0.6219586817797721
1062,0.6499999999999999,97,4,0.6414730202563821,0.6277280806550307
1063,0.6499999999999999,97,5,0.6522052939607424,0.6267082374195052
1064,0.6499999999999999,97,6,0.669778607628701,0.6290975844284508
1065,0.6499999999999999,97,7,0.6920433684276591,0.6256883941839797
1066,0.6499999999999999,97,8,0.7206156935967238,0.625397010402401
1067,0.6499999999999999,97,9,0.7637016930004864,0.6218712666452986
1068,0.6499999999999999,98,4,0.6415044011736463,0.6274949736297678
1069,0.6499999999999999,98,5,0.652738769554234,0.6275241120079257
1070,0.6499999999999999,98,6,0.6700453454254468,0.6288644774031877
1071,0.6499999999999999,98,7,0.6920590588862913,0.6253095952679274
1072,0.6499999999999999,98,8,0.7209608836866301,0.6253678720242432
1073,0.6499999999999999,98,9,0.764674501435677,0.6222500655613509
1074,0.6499999999999999,99,4,0.6414730202563821,0.6282525714618724
1075,0.6499999999999999,99,5,0.6531153405614046,0.6274075584952942
1076,0.6499999999999999,99,6,0.6700924168013431,0.6283691249745039
1077,0.6499999999999999,99,7,0.6923571776003012,0.6259215012092427
1078,0.6499999999999999,99,8,0.7212746928592723,0.6258340860747691
1079,0.6499999999999999,99,9,0.766321999592048,0.6212884990821411
1080,0.7,10,4,0.621000641062999,0.6163652434049497
1081,0.7,10,5,0.6264351069409639,0.617997008430786
1082,0.7,10,6,0.6314179147968996,0.6186089203154745
1083,0.7,10,7,0.6369543679701615,0.6189488713625237
1084,0.7,10,8,0.647663033976339,0.6173511014413925
1085,0.7,10,9,0.6610088000466228,0.6201387000271961
1086,0.7,11,4,0.6214960079258698,0.616671199347294
1087,0.7,11,5,0.6275423975756163,0.6182009790590155
1088,0.7,11,6,0.6322338131592751,0.6189828664672287
1089,0.7,11,7,0.63842589894516,0.6198327440848518
1090,0.7,11,8,0.649367678769159,0.6180310035354909
1091,0.7,11,9,0.6619558249315228,0.6196287734566223
1092,0.7,12,4,0.6231423742642345,0.6181329888496057
1093,0.7,12,5,0.6279503467568041,0.6194587979330977
1094,0.7,12,6,0.6330497115216505,0.6187109056295893
1095,0.7,12,7,0.6392272276939216,0.6198327440848518
1096,0.7,12,8,0.6503584124949007,0.6179630133260811
1097,0.7,12,9,0.6640684189055306,0.620614631493065
1098,0.7,13,4,0.6243516521941838,0.6188128909437041
1099,0.7,13,5,0.6282271694154671,0.619322817514278
1100,0.7,13,6,0.6336179264525905,0.6189488713625237
1101,0.7,13,7,0.6404510752374847,0.6197647538754419
1102,0.7,13,8,0.6508100705169299,0.6180989937449007
1103,0.7,13,9,0.6662975697884492,0.620614631493065
1104,0.7,14,4,0.6251384113293316,0.6181329888496057
1105,0.7,14,5,0.629480156186258,0.6198667391895567
1106,0.7,14,6,0.6340987237018474,0.6194248028283927
1107,0.7,14,7,0.6414563785768401,0.6207506119118847
1108,0.7,14,8,0.6521067661285622,0.6180989937449007
1109,0.7,14,9,0.6691532140567632,0.6211245580636389
1110,0.7,15,4,0.6261291450550731,0.6187449007342942
1111,0.7,15,5,0.6299318142082871,0.620172695131901
1112,0.7,15,6,0.6347543563144705,0.6201047049224911
1113,0.7,15,7,0.6426802261204033,0.6208525972259995
1114,0.7,15,8,0.6545981700565301,0.6194587979330977
1115,0.7,15,9,0.6705373273500786,0.6216344846342127
1116,0.7,16,4,0.6270178914855178,0.6190508566766386
1117,0.7,16,5,0.6306894341162073,0.6199007342942616
1118,0.7,16,6,0.6353225712454106,0.6208525972259995
1119,0.7,16,7,0.6432921498921849,0.6208525972259995
1120,0.7,16,8,0.6566816248033103,0.6197647538754419
1121,0.7,16,9,0.6714989218485926,0.6220764209953766
1122,0.7,17,4,0.6269450434174486,0.6187449007342942
1123,0.7,17,5,0.6315199020921966,0.6208186021212946
1124,0.7,17,6,0.635847077335509,0.621090562958934
1125,0.7,17,7,0.6442683140043126,0.6216344846342127
1126,0.7,17,8,0.657847193892418,0.6199007342942616
1127,0.7,17,9,0.6738300600268081,0.6227223279847702
1128,0.7,18,4,0.6273529925986363,0.6206486265977699
1129,0.7,18,5,0.6316947374555627,0.6206486265977699
1130,0.7,18,6,0.6366484060842706,0.6214645091106881
1131,0.7,18,7,0.6459292499562912,0.6221444112047865
1132,0.7,18,8,0.6591001806632089,0.6202406853413108
1133,0.7,18,9,0.6757241097966082,0.6228583084035899
1134,0.7,19,4,0.6279357771431902,0.6206826217024748
1135,0.7,19,5,0.6326563319540766,0.621056567854229
1136,0.7,19,6,0.6368960895157061,0.6223823769377209
1137,0.7,19,7,0.6465848825689142,0.6226883328800653
1138,0.7,19,8,0.6598869397983566,0.6207846070165897
1139,0.7,19,9,0.6763797424092313,0.621906445471852
1140,0.7,20,4,0.6285039920741302,0.620172695131901
1141,0.7,20,5,0.6330060026808089,0.6216004895295077
1142,0.7,20,6,0.6381927851273385,0.6213625237965733
1143,0.7,20,7,0.6481875400664374,0.6242181125917868
1144,0.7,20,8,0.6629465586572644,0.6218044601577373
1145,0.7,20,9,0.6781718048837345,0.6220424258906717
1146,0.7,21,4,0.6285622705285856,0.6208865923307044
1147,0.7,21,5,0.6338801794976398,0.6222124014141963
1148,0.7,21,6,0.6387755696718923,0.6218384552624422
1149,0.7,21,7,0.6492656914738621,0.6238441664400326
1150,0.7,21,8,0.6640829885191445,0.6218044601577373
1151,0.7,21,9,0.680022145812693,0.6216344846342127
1152,0.7,22,4,0.6295530042543271,0.6206486265977699
1153,0.7,22,5,0.6343755463605105,0.6226543377753604
1154,0.7,22,6,0.6394312022845154,0.6219744356812619
1155,0.7,22,7,0.6500524506090098,0.6235382104976883
1156,0.7,22,8,0.6661810128795385,0.6224163720424258
1157,0.7,22,9,0.6810565883792762,0.6209545825401143
1158,0.7,23,4,0.6293927385045749,0.6202066902366059
1159,0.7,23,5,0.6343901159741243,0.6229942888224096
1160,0.7,23,6,0.6404365056238709,0.6220084307859668
1161,0.7,23,7,0.6514802727431669,0.6239121566494424
1162,0.7,23,8,0.6674339996503292,0.6223823769377209
1163,0.7,23,9,0.6833731569438779,0.6219744356812619
1164,0.7,24,4,0.629378168890961,0.620172695131901
1165,0.7,24,5,0.6346523690191737,0.6233342398694588
1166,0.7,24,6,0.6409464421003555,0.6217024748436225
1167,0.7,24,7,0.6518299434698992,0.6241841174870819
1168,0.7,24,8,0.6680167841948832,0.6226883328800653
1169,0.7,24,9,0.6847572702371933,0.621498504215393
1170,0.7,25,4,0.6297424092313072,0.6204446559695403
1171,0.7,25,5,0.6348563436097675,0.6231982594506391
1172,0.7,25,6,0.6415583658721371,0.6225523524612456
1173,0.7,25,7,0.6538114109213824,0.6245240685341311
1174,0.7,25,8,0.6691677836703771,0.6224843622518358
1175,0.7,25,9,0.6858499912582319,0.6218044601577373
1176,0.7,26,4,0.6300046622763564,0.6210225727495241
1177,0.7,26,5,0.6353954193134798,0.6228923035082948
1178,0.7,26,6,0.6420828719622356,0.6223823769377209
1179,0.7,26,7,0.6549332711696486,0.6256119118846886
1180,0.7,26,8,0.6703624919867125,0.6231302692412293
1181,0.7,26,9,0.6875254968238242,0.6220084307859668
1182,0.7,27,4,0.6305728772072965,0.621090562958934
1183,0.7,27,5,0.6354828369951628,0.6230282839271145
1184,0.7,27,6,0.6431173145288187,0.6222124014141963
1185,0.7,27,7,0.6563902325310332,0.6252719608376394
1186,0.7,27,8,0.6716883268255726,0.6238441664400326
1187,0.7,27,9,0.6878897371641705,0.6211925482730487
1188,0.7,28,4,0.6308496998659595,0.6216004895295077
1189,0.7,28,5,0.6360801911533306,0.6231302692412293
1190,0.7,28,6,0.6440352001864911,0.6230282839271145
1191,0.7,28,7,0.6569293082347456,0.6256799020940984
1192,0.7,28,8,0.6729413135963634,0.624558063638836
1193,0.7,28,9,0.6895943819569905,0.6211925482730487
1194,0.7,29,4,0.6309516871612565,0.6214645091106881
1195,0.7,29,5,0.6362987353575383,0.6234022300788686
1196,0.7,29,6,0.6449822250713911,0.6224503671471309
1197,0.7,29,7,0.6574538143248441,0.6263598041881969
1198,0.7,29,8,0.6734803893000758,0.6243880881153114
1199,0.7,29,9,0.6901043184334752,0.6212265433777536
1200,0.7,30,4,0.6314179147968996,0.621056567854229
1201,0.7,30,5,0.6365609884025876,0.6237421811259178
1202,0.7,30,6,0.6451279212075296,0.6223143867283111
1203,0.7,30,7,0.6577743458243487,0.6260878433505576
1204,0.7,30,8,0.6742088699807681,0.6251359804188197
1205,0.7,30,9,0.690978495250306,0.621056567854229
1206,0.7,31,4,0.6314470540241273,0.6214645091106881
1207,0.7,31,5,0.6369543679701615,0.6243200979059016
1208,0.7,31,6,0.6456378576840143,0.6226203426706555
1209,0.7,31,7,0.6584591176641995,0.6263598041881969
1210,0.7,31,8,0.6754327175243312,0.6242521076964918
1211,0.7,31,9,0.6916778367037706,0.6213965189012782
1212,0.7,32,4,0.6310245352293257,0.621498504215393
1213,0.7,32,5,0.6372748994696661,0.6238781615447375
1214,0.7,32,6,0.6462060726149542,0.6227223279847702
1215,0.7,32,7,0.6585465353458826,0.6256799020940984
1216,0.7,32,8,0.6765400081589836,0.6237421811259178
1217,0.7,32,9,0.6929308234745615,0.621906445471852
1218,0.7,33,4,0.631184800979078,0.6214305140059831
1219,0.7,33,5,0.6377119878780815,0.624082132172967
1220,0.7,33,6,0.6470656798181712,0.6234702202882785
1221,0.7,33,7,0.6599452182528119,0.626733750339951
1222,0.7,33,8,0.6766565650678944,0.623674190916508
1223,0.7,33,9,0.6932367853604522,0.6218724503671471
1224,0.7,34,4,0.6312722186607611,0.6218384552624422
1225,0.7,34,5,0.6377411271053092,0.6239461517541474
1226,0.7,34,6,0.6472987936359927,0.6239461517541474
1227,0.7,34,7,0.6610379392738505,0.6264277943976068
1228,0.7,34,8,0.6768459700448745,0.6235382104976883
1229,0.7,34,9,0.694504341744857,0.6217704650530324
1230,0.7,35,4,0.6309662567748703,0.6221104161000816
1231,0.7,35,5,0.6379742409231307,0.6239461517541474
1232,0.7,35,6,0.648231248907279,0.6240481370682621
1233,0.7,35,7,0.6619121160906812,0.6260538482458526
1234,0.7,35,8,0.6780406783612098,0.6247960293717705
1235,0.7,35,9,0.6967772014686171,0.6220084307859668
1236,0.7,36,4,0.6316801678419488,0.6224163720424258
1237,0.7,36,5,0.6384987470132292,0.6245240685341311
1238,0.7,36,6,0.648886881519902,0.6247960293717705
1239,0.7,36,7,0.6626260271577598,0.6262918139787871
1240,0.7,36,8,0.6791188297686346,0.6247620342670656
1241,0.7,36,9,0.697724226353517,0.621498504215393
1242,0.7,37,4,0.6322775220001166,0.6226203426706555
1243,0.7,37,5,0.6388629873535754,0.6242861028011967
1244,0.7,37,6,0.6491199953377237,0.6253059559423443
1245,0.7,37,7,0.662990267498106,0.6266317650258363
1246,0.7,37,8,0.6809254618567515,0.6246600489529508
1247,0.7,37,9,0.6977970744215863,0.6212265433777536
1248,0.7,38,4,0.6324377877498689,0.6228583084035899
1249,0.7,38,5,0.6395186199661985,0.624592058743541
1250,0.7,38,6,0.6494259572236144,0.625849877617623
1251,0.7,38,7,0.6632525205431552,0.6266317650258363
1252,0.7,38,8,0.6822804359228394,0.6247620342670656
1253,0.7,38,9,0.6995745672824757,0.6212605384824585
1254,0.7,39,4,0.6324960662043243,0.6229262986129998
1255,0.7,39,5,0.6397663033976339,0.6247960293717705
1256,0.7,39,6,0.6503147036540591,0.6256119118846886
1257,0.7,39,7,0.6631796724750859,0.6265297797117215
1258,0.7,39,8,0.6836791188297686,0.624558063638836
1259,0.7,39,9,0.7002010606678711,0.6215324993200979
1260,0.7,40,4,0.6325397750451658,0.6228583084035899
1261,0.7,40,5,0.640043126056297,0.624592058743541
1262,0.7,40,6,0.6508537793577714,0.6260198531411477
1263,0.7,40,7,0.6633253686112244,0.6264277943976068
1264,0.7,40,8,0.6842910426015502,0.6256799020940984
1265,0.7,40,9,0.7006090098490588,0.6212605384824585
1266,0.7,41,4,0.6326854711813042,0.6229262986129998
1267,0.7,41,5,0.6405822017600094,0.6242181125917868
1268,0.7,41,6,0.6509994754939099,0.6261558335599674
1269,0.7,41,7,0.6642432542688967,0.626325809083492
1270,0.7,41,8,0.6842764729879364,0.6257818874082132
1271,0.7,41,9,0.7008129844396527,0.6220084307859668
1272,0.7,42,4,0.6331954076577889,0.6237081860212129
1273,0.7,42,5,0.6408590244186724,0.6247280391623606
1274,0.7,42,6,0.6514365639023253,0.625849877617623
1275,0.7,42,7,0.6643889504050352,0.6260538482458526
1276,0.7,42,8,0.685165219418381,0.6257478923035082
1277,0.7,42,9,0.7008421236668804,0.6218384552624422
1278,0.7,43,4,0.6339093187248674,0.623674190916508
1279,0.7,43,5,0.6410775686228801,0.6248300244764754
1280,0.7,43,6,0.6516988169473745,0.6260198531411477
1281,0.7,43,7,0.664986304563203,0.6263598041881969
1282,0.7,43,8,0.685922839326301,0.6257478923035082
1283,0.7,43,9,0.7010898070983157,0.622348381833016
1284,0.7,44,4,0.6342298502243721,0.6233002447647539
1285,0.7,44,5,0.6415292266449094,0.6248300244764754
1286,0.7,44,6,0.6526749810595023,0.6265297797117215
1287,0.7,44,7,0.6659187598344892,0.626767745444656
1288,0.7,44,8,0.6861413835305088,0.6260538482458526
1289,0.7,44,9,0.7010898070983157,0.6220764209953766
1290,0.7,45,4,0.6341570021563028,0.6237081860212129
1291,0.7,45,5,0.6417769100763447,0.6250679902094098
1292,0.7,45,6,0.6530392213998485,0.6262918139787871
1293,0.7,45,7,0.666312139402063,0.6266317650258363
1294,0.7,45,8,0.6866367503933796,0.6264957846070166
1295,0.7,45,9,0.7035229325718282,0.6218724503671471
1296,0.7,46,4,0.6341861413835305,0.6237761762306228
1297,0.7,46,5,0.6423451250072848,0.6251019853141148
1298,0.7,46,6,0.65308293024069,0.6268697307587707
1299,0.7,46,7,0.6670114808555277,0.6271416915964101
1300,0.7,46,8,0.6871758260970919,0.6263937992929018
1301,0.7,46,9,0.7035083629582144,0.6218044601577373
1302,0.7,47,4,0.6340258756337782,0.6234362251835736
1303,0.7,47,5,0.6424762515298095,0.6251699755235246
1304,0.7,47,6,0.6532577656040561,0.627175686701115
1305,0.7,47,7,0.6671571769916662,0.6276856132716889
1306,0.7,47,8,0.6879771548458535,0.6263598041881969
1307,0.7,47,9,0.7037414767760359,0.6218044601577373
1308,0.7,48,4,0.6340987237018474,0.6235382104976883
1309,0.7,48,5,0.6427530741884725,0.625
1310,0.7,48,6,0.6537239932396993,0.6273116671199347
1311,0.7,48,7,0.6672591642869631,0.6277875985858037
1312,0.7,48,8,0.6877731802552596,0.6261898286646723
1313,0.7,48,9,0.7041931347980651,0.6221784063094914
1314,0.7,49,4,0.6342007109971444,0.6237081860212129
1315,0.7,49,5,0.6431610233696602,0.6252379657329344
1316,0.7,49,6,0.6541173728072731,0.626733750339951
